item,id_netux,criterio_calificacion,nombre_equipo,estado_informe,codigo_certificado,marca,serie,descripcion,iq,oq,pq,cal,centro_costo,area,ubicacion_fisica,proveedor,enero,febrero,marzo,abril,mayo,junio,julio,agosto,septiembre,octubre,noviembre,diciembre,fecha,dias_vigencia_certificado,torre,pendientes,p_iq,p_oq,p_pq,p_cal,precio_unitario
"NO CUMPLE - Inicio prueba 23/10/2024 - 5:00pm CALIFICACIÓN DE DESEMPEÑO (Instalación de sensores ) ----  24/10/2024 A LAS 6AM se Inicia calbración del medio, Hora estimada de finalización 8:30 am -24/!0/2024 - revisar por obsolec",,No Cumple,Nevera,Pendiente,2410 // CC CF-0015,Supernórdico,15-0623,Calificación de Desempeño // Calibración,,OQ,PQ,CAL,4010.0,Lactario,Lactario,Ainser,,,,,,,,,,,X, ,2024-10-31,90,Torre D,Realizado,0,0.0,0.0,0.0,300000
Mtt para septiembre - 15/10/2024 Equipo para verificación - EQUIPO USADO EN EL SERVICIO PARA ALMACENAMIENTO DE PILAS,,,Nevera,,-,Challenger,230829-01116,Verificación metrologica,,,PQ,CAL,2600.0,Rehabilitacion Fisica,Rehabilitacion Fisica,Ainser,,,,,,,,,,X,,,2024-10-15,74,Torre D,Realizado,0,0.0,0.0,0.0,300000
---,,Cumple,Nevera,,2497// CC CF-0021,Haier,BE0697E1T00QEN2J0009,Calificación metrologica,,,,CAL,1100.0,Hospitalización Torre D,TDP2 Medicamentos,Ainser,,X,,,,,,,,,,,2025-02-11,193,Torre D,Realizado,0,0.0,0.0,0.0,650000
Ejecución a cargo de AINSER - REPROGRAMADO PARA MES DE JUNIO,,,Termohigrometro Digital,En Revisión,SET&GAD FM4207-23,Vector,214006946,Calibración metrologica,,,,CAL,2301.0,Biología Molecular,Biología molecular - BSL3,Celsius,,,,X,X,,X,,,,,,2025-07-01,333,Torre H,Realizado,0,0.0,0.0,0.0,92812
---,8230772.0,Cumple,Nevera,,CC 2572 // CC CL-0238 // CF-0030,Haier,BE0HC10AP00QJNBCV6YL,Calificación metrologica,,,,CAL,3100.0,Banco de Sangre,Separación de Componentes,Ainser,,X,,,,,,,,,,,2025-02-19,201,Torre H,Realizado,0,0.0,0.0,0.0,650000
"CALIFICACIÓN DE DESEMPEÑO PARA MEDIO ISOTERMIOC DE VOLUMEN 4,7 LITROS ",,Cumple,Termómetro - neveras,En Revisión,-,Alla france,A3449,Calibración metrologica,,,,CAL,1100.0,Hopitalización Adultos,Torre D piso 3,Ainser,,,,,,,,,X,,,,2024-09-21,50,Torre D,Realizado,0,0.0,0.0,90000.0,90000
---,,Cumple,Nevera,,3618,Supernórdico,P-3565,Verificación metrologica,,,PQ,CAL,1002.0,Unidad de trasplante,Unidad de transplante,Ainser,,,,,,,,,,X,,,2024-10-03,62,Torre F,Realizado,0,0.0,0.0,0.0,300000
EQUIPOS NUEVOS,,Cumple,Termómetro - neveras,En Revisión,-,Alla france,A3448,Calibración metrologica,,,,CAL,1100.0,Hospitalización niños,Torre D piso 3,Ainser,,,,,,,,,X,,,,2024-09-21,50,Torre D,Realizado,0,0.0,0.0,90000.0,90000
PENDIENTE REVISAR CC,,,Nevera portatil,En Revisión,3841,NO APLICA,"4,7L",Calificación de desempeño (6 h),,OQ,PQ,CAL,4301.0,Estándar,"4,7L",Ainser,,,,,,,,,,X,,,2024-10-23,82,Cardio,Realizado,0,0.0,0.0,0.0,350000
---,,,Refrigerador de cadaveres ,En Revisión,3660 ,Danfoss,7443,Verificación metrologica,,OQ,PQ,CAL,7100.0,Sótano,Area blanca,Ainser,,,,,,,,,,X,,,2024-10-04,63,Sótano,Realizado,0,0.0,0.0,0.0,300000
---,,No Cumple,Nevera,Pendiente,2571 // CF-0034,Supernordico,15E-0453,Calificación metrologica,,,,CAL,1100.0,Hospitalización Adultos,Hospitalización Adultos TAP3,Ainser,,X,,,,,,,,,,,2025-02-26,208,Torre A,Realizado,0,0.0,0.0,0.0,650000
---,,Cumple,Nevera,,CF-0022 // CC CF-0022_x000D_,Haier,BE06MYE1T00QENAN0001,Calificación metrologica,,,,CAL,800.0,UCI neonatal ,Uci Neonatal,Ainser,,X,,,,,,,,,,,2025-02-10,192,Torre C,Realizado,0,0.0,0.0,0.0,650000
---,,,Nevera,,3284 // 2511 // CC CL-0242 // CC CF-0036_x000D_,Supernórdico,07-0110 ,Calificación metrologica // Calibración,,,,CAL,2300.0,Laboratorio Clínico,Microbiología,Ainser,,,X,,,,,,,,,,2025-03-01,211,Torre A,Realizado,0,0.0,0.0,0.0,650000
RECEPCIÓN OK ,,Cumple,Termómetro - neveras,En Revisión,CL - 0456,Alla france,A6055,Calibración metrologica,,,,CAL,4301.0,Central de mezclas,Central de mezclas,Ainser,,,,X,,,,,,,,,2025-04-08,249,Torre A,Realizado,0,0.0,0.0,90000.0,90000
PENDIENTE CC,,Cumple,Termómetro - neveras,En Revisión,CL - 0453,Alla france,A4280,Calibración metrologica,,,,CAL,4301.0,Central de mezclas,Central de mezclas,Ainser,,,,X,,,,,,,,,2025-04-08,249,Torre A,Realizado,0,0.0,0.0,90000.0,90000
Pendiente disponibiliadad por Servicio - 9/10/2024 PROGRAMADO ,,Cumple,Termómetro - neveras,En Revisión,2436,Alla france,T0453,Calibración metrologica,,,,CAL,4301.0,Farmacia ,Farmacia Central,Ainser,,,,,,,,,,,X,,2024-11-09,99,Torre A,Realizado,0,0.0,0.0,90000.0,90000
NO CUMPLE - se hizo MTT JUNIO -2024  - Equipo para ejecución fin de semana 29/03/2025,,,Nevera,,2411 // CF-0050,Haier,BEOFIBEIT00QEEBL0006,Calificación metrologica,,,,CAL,1000.0,Cirugía,Nevera sangre,Ainser,,X,X,,,,,,,,,,2025-03-29,239,Torre A,Realizado,0,0.0,0.0,0.0,650000
---,,,Nevera,,CC 2463 // CC CL-0236 // CF-0028_x000D_,Supernórdico,02-0788,Calificación metrologica // Calibración,,,,CAL,2300.0,Laboratorio Clínico,Laboratorio clinico / lo tienen de prestamo biologia molecular,Ainser,,X,,,,,,,,,,,2025-02-14,196,Torre A,Realizado,0,0.0,0.0,0.0,650000
---,,,Nevera,,2455 // CC CL-0241 // CC CF-0033_x000D_,Haier,BE069 7E1T0 0QEN2 J0013,Calificación metrologica // Calibración,,,,CAL,2300.0,Laboratorio Clínico,Microbiologia - Inmunologia especial T°,Ainser,,X,,,,,,,,,,,2025-02-26,208,Torre A,Realizado,0,0.0,0.0,0.0,650000
---,,,Tallímetro,En Revisión,033,Seca,10000000597346,Calibración metrologica,,,,CAL,1100.0,Hospitalización Adultos,TAP3,FCI,,,,,,,X,,,,,,2024-07-31,-2,Torre A,Pendiente,0,0.0,0.0,0.0,0
(-30 - 30 in H2O),,,Manómetro diferencial de presión ,En Revisión,-,Dwyer,0B3N8S,Calibración metrologica,,,,CAL,2301.0,Biología Molecular,Ingreso post  PCR,Ainser,,,,X,X,X,,,,,,,2025-05-23,294,Torre H,Realizado,0,0.0,0.0,0.0,300000
PENDIENTE CC,,,Nevera,,2568 // 3285,Haier,BE03LWE0N00QJNAH0003,Calificación metrologica // Calibración,,,,CAL,2300.0,Laboratorio Clínico,Inmunologia especial T° - Microbiologia,Ainser,,X,,,,,,,,,,,2025-02-25,207,Torre A,Realizado,0,0.0,0.0,0.0,650000
---,,Cumple,Nevera,,2460 // 3831 // CC CL-0163 // CC CF-0016,Haier,BE06MXE1T00QEN330005 ,Calificación metrologica // Calibración,,,,CAL,2300.0,Laboratorio Clínico,Laboratorio clinico-Hematologia,Ainser,,X,,,,,,,,,,,2025-01-29,180,Torre A,Realizado,0,0.0,0.0,0.0,650000
"EQUIPO NO SE CALIBRA, PORQUE NO PERTENCE A CARDIO - SOLICITAR CC A SERVICIO TORRE I PISO 10",,,Tensiometro,En Revisión,CC 367213,Tycos,118308260,Calibración metrologica,,,,CAL,7410.0,Consulta Externa,Torre I piso 10 C.14,Celsius,,,,,,,,X,,,,,2024-08-29,27,Torre I,Realizado,0,0.0,0.0,0.0,63944
SIN FTT,,,Tensiometro,En Revisión,CC 416967,Welch Allyn,130204062276,Calibración metrologica,,,,CAL,1100.0,Hospitalización Torre D,TDP2 ,Celsius,,,,,,,,X,,,,,2024-08-02,0,Torre D,Realizado,0,0.0,0.0,0.0,63944
---,,,Tensiometro,En Revisión,CC 418460,HEINE,500063088,Calibración metrologica,,,,CAL,7406.0,Consulta externa,Torre I Piso 6 C.613,Celsius,,,,,,,,X,,,,,2024-08-29,27,Torre I,Realizado,0,0.0,0.0,0.0,63944
Se encuentran dos equipos calibrados pero no coinciden con la serie buscada - EQUIPO NO ENCONTRADO EN FRACTTAL,,,Tensiometro,En Revisión,CC 367209,Tycos,96090050428,Calibración metrologica,,,,CAL,7410.0,Consulta Externa,Torre I piso 10 C.08,Celsius,,,,,,,,X,,,,,2024-08-26,24,Torre I,Realizado,0,0.0,0.0,0.0,63944
Ejecución a cargo de AINSER - REPROGRAMADO PARA MES DE JUNIO,,,Termohigrometro Digital,En Revisión,SET&GAD FM4007-23,Vector,222807213,Calibración metrologica,,,,CAL,2301.0,Biología Molecular,Biología molecular POST-PCR,Celsius,,,,X,X,,X,,,,,,2025-07-01,333,Torre H,Realizado,0,0.0,0.0,0.0,92812
PED.HACER RECEPCIÓN,,Cumple,Nevera,,CF-0037 // ,Supernórdico,SP-3851,Calificación metrologica // Calibración,,,,CAL,2300.0,Laboratorio Clínico,Ambulatorio Torre H.Toma de muestras pediatria ,Ainser,,,X,,,,,,,,,,2025-03-12,222,Torre F,Realizado,0,0.0,0.0,0.0,650000
---,,,Tensiometro,En Revisión,CC 417413,HEINE,500063118,Calibración metrologica,,,,CAL,7406.0,Consulta externa,Torre I piso 6 C.610,Celsius,,,,,,,,X,,,,,2024-08-08,6,Torre I,Realizado,0,0.0,0.0,0.0,63944
---,,,Tensiometro,En Revisión,CC 417417,HEINE,500063133,Calibración metrologica,,,,CAL,7406.0,Consulta externa,Torre I piso 6 C.611,Celsius,,,,,,,,X,,,,,2024-08-08,6,Torre I,Realizado,0,0.0,0.0,0.0,63944
---,,,Tensiometro,En Revisión,CC 417536,HEINE,500063097,Calibración metrologica,,,,CAL,7406.0,Consulta externa,Torre I Piso 6 C.615,Celsius,,,,,,,,X,,,,,2024-08-15,13,Torre I,Realizado,0,0.0,0.0,0.0,63944
SIN FTT,,,Tensiometro,En Revisión,CC 417422,Welch Allyn,80619074606,Calibración metrologica,,,,CAL,7410.0,Consulta Externa,Torre I piso 10 C.10,Celsius,,,,,,,,X,,,,,2024-08-08,6,Torre I,Realizado,0,0.0,0.0,0.0,63944
SIN FTT,,,Tensiometro,En Revisión,CC 417423,Welch Allyn,91015185107,Calibración metrologica,,,,CAL,7410.0,Consulta externa,Torre I Piso 10 C.05,Celsius,,,,,,,,X,,,,,2024-08-08,6,Torre I,Realizado,0,0.0,0.0,0.0,63944
SIN FTT,,,Tensiometro,En Revisión,CC 417424,Welch Allyn,91015202827,Calibración metrologica,,,,CAL,7410.0,Consulta externa,Torre I piso 10 C.08,Celsius,,,,,,,,X,,,,,2024-08-08,6,Torre I,Realizado,0,0.0,0.0,0.0,63944
SIN FTT,,,Tensiometro,En Revisión,CC 416971,Welch Allyn,130924083986,Calibración metrologica,,,,CAL,1700.0,Urología,Urología,Celsius,,,,,,,,X,,,,,2024-08-02,0,Torre D,Realizado,0,0.0,0.0,0.0,63944
---,,,Tallímetro,En Revisión,056,Seca,15693,Calibración metrologica,,,,CAL,7407.0,Consulta externa,Torre I piso 7 C.714,FCI,,,,,,,,,,X,,,2024-10-14,73,Torre I,Realizado,0,0.0,0.0,0.0,0
SIN FFT,,,Tensiometro,En Revisión,CC 417533,Welch Allyn,50217172300,Calibración metrologica,,,,CAL,3004.0,Neurofisiología,Neurofisiologia,Celsius,,,,,,,,X,,,,,2024-08-15,13,Torre F,Realizado,0,0.0,0.0,0.0,63944
SIN FFT,,,Tensiometro,En Revisión,CC 417534,Welch Allyn,030474154,Calibración metrologica,,,,CAL,3004.0,Neurofisiología,Neurofisiología,Celsius,,,,,,,,X,,,,,2024-08-15,13,Torre F,Realizado,0,0.0,0.0,0.0,63944
---,,,Tensiometro,En Revisión,CC 417537,HEINE,500063098,Calibración metrologica,,,,CAL,7406.0,Consulta externa ,Torre I Piso 6 C.609,Celsius,,,,,,,,X,,,,,2024-08-15,13,Torre I,Realizado,0,0.0,0.0,0.0,63944
---,,,Tensiometro,En Revisión,CC 417421,HEINE,500063084,Calibración metrologica,,,,CAL,7406.0,Consulta externa,Torre I Piso 6 C.605,Celsius,,,,,,,,X,,,,,2024-08-08,6,Torre I,Realizado,0,0.0,0.0,0.0,63944
---,,,Tensiometro,En Revisión,CC 417416,HEINE,500063101,Calibración metrologica,,,,CAL,7406.0,Consulta externa,Torre I Piso 6 C.616,Celsius,,,,,,,,X,,,,,2024-08-08,6,Torre I,Realizado,0,0.0,0.0,0.0,63944
---,,,Tensiometro,En Revisión,CC 417414,HEINE,500063112,Calibración metrologica,,,,CAL,7406.0,Consulta externa,Torre I Piso 6 C. 612,Celsius,,,,,,,,X,,,,,2024-08-08,6,Torre I,Realizado,0,0.0,0.0,0.0,63944
---,,,Tensiometro,En Revisión,CC 417425,HEINE,500063115,Calibración metrologica,,,,CAL,7406.0,Consulta externa,Torre I Piso 6 C. 606,Celsius,,,,,,,,X,,,,,2024-08-08,6,Torre I,Realizado,0,0.0,0.0,0.0,63944
---,,,Tallímetro,En Revisión,057,Seca,016389/13,Calibración metrologica,,,,CAL,7407.0,Consulta externa,Torre I piso 7  Pre consulta,FCI,,,,,,,,,,X,,,2024-10-14,73,Torre I,Realizado,0,0.0,0.0,0.0,0
SIN FTT,,,Tensiometro,En Revisión,CC417418,Welch Allyn,140108075655,Calibración metrologica,,,,CAL,7407.0,Consulta externa,Torre I Piso 7 C.716,Celsius,,,,,,,,X,,,,,2024-08-08,6,Torre I,Realizado,0,0.0,0.0,0.0,63944
RECEPCIÓN OK,,,Tensiometro,En Revisión,CC 419760,Welch Allyn,61023110745,Calibración metrologica,,,,CAL,2600.0,Rehabilitacion Fisica,Rehabilitacion Fisica,Celsius,,,,,,,,,X,,,,2024-09-04,33,Torre D,Realizado,0,0.0,0.0,0.0,63944
RECEPCIÓN OK,,,Tensiometro,En Revisión,CC 419761,Tycos,29755357,Calibración metrologica,,,,CAL,2600.0,Rehabilitacion Fisica,Rehabilitacion Fisica,Celsius,,,,,,,,,X,,,,2024-09-04,33,Torre D,Realizado,0,0.0,0.0,0.0,63944
---,,Cumple,Nevera,,CF-0043,Haier,BE0697E1T00QEN2J0021,Calificación metrologica,,,,CAL,4301.0,Farmacia,Hemodinamia e intervencionismo,Ainser,,,X,,,,,,,,,,2025-03-17,227,Torre A,Realizado,0,0.0,0.0,0.0,650000
---,,Cumple,Nevera,,3881 // 3832 // CL-0240 // CF-0032 // CC CF-0017,Haier,BE06MNG1T00QEGBT0001 ,Calificación metrologica // Calibración,,,,CAL,2300.0,Laboratorio Clínico,Laboratorio clinico-Neveras especiales,Ainser,,X,,,,,,,,,,,2025-02-27,209,Torre A,Realizado,0,0.0,0.0,0.0,650000
---,,Cumple,Nevera,,CF-0041,Haier,BE0697E1T00QEN2J0015,Calificación metrologica,,,,CAL,900.0,Gastroenterología,Gastroenterología - Consultorio,Ainser,,,X,,,,,,,,,,2025-03-13,223,Torre F,Realizado,0,0.0,0.0,0.0,650000
RECEPCIÓN OK ,,,Tensiometro,En Revisión,CC 420226,Welch Allyn,61023111606,Calibración metrologica,,,,CAL,1300.0,UCI C.V Adultos ,Uci Cardiovascular adultos ,Celsius,,,,,,,,,X,,,,2024-09-10,39,Torre A,Realizado,0,0.0,0.0,0.0,63944
RECEPCIÓN OK ,,,Tensiometro,En Revisión,CC 420230,Tycos,129443653,Calibración metrologica,,,,CAL,7409.0,Consulta externa,Torre I piso 9 C.911,Celsius,,,,,,,,,X,,,,2024-09-10,39,Torre I,Realizado,0,0.0,0.0,0.0,63944
---,,,Tensiometro,En Revisión,CC 417406,HEINE,500063086,Calibración metrologica,,,,CAL,7407.0,Consulta externa,Torre I Piso 7 C.714,Celsius,,,,,,,,X,,,,,2024-08-08,6,Torre I,Realizado,0,0.0,0.0,0.0,63944
---,,,Tensiometro,En Revisión,CC 417404,HEINE,500063099,Calibración metrologica,,,,CAL,7407.0,Consulta externa,Torre I Piso 7 C.715,Celsius,,,,,,,,X,,,,,2024-08-08,6,Torre I,Realizado,0,0.0,0.0,0.0,63944
---,,,Tensiometro,En Revisión,CC 417403,HEINE,500063111,Calibración metrologica,,,,CAL,7407.0,Consulta externa,Torre I Piso 7 C.718,Celsius,,,,,,,,X,,,,,2024-08-08,6,Torre I,Realizado,0,0.0,0.0,0.0,63944
---,8232115.0,Cumple,Nevera,,CF-0017 // 3004 // CL-0161,Haier,BE06MNG1T00QEGBT0001,Calificación metrologica // Calibración,,,,CAL,2400.0,Patología,Patología,Ainser,X,,,,,,,,,,,,2025-01-30,181,Torreón,Realizado,0,0.0,0.0,0.0,650000
---,,,Tensiometro,En Revisión,CC 387680 // CC 440102,Welch Allyn,50916161157,Calibración metrologica,,,,CAL,1002.0,Unidad de trasplante,Unidad de transplante,Celsius,,X,,,,,,,,,,,2025-02-06,188,Torre F,Realizado,0,0.0,0.0,0.0,63944
---,,,Tensiometro,En Revisión,CC 417405,Heine,500063134,Calibración metrologica,,,,CAL,7407.0,Consulta externa,Torre I Piso 7 C.701,Celsius,,,,,,,,X,,,,,2024-08-08,6,Torre I,Realizado,0,0.0,0.0,0.0,63944
---,,,Tensiometro,En Revisión,CC 387683 // CC 440103,HEINE,500047912,Calibración metrologica,,,,CAL,1101.0,Hospitalización Reinaldo Cabrera,Hospitalización adultos TBP - 351,Celsius,,X,,,,,,,,,,,2025-02-06,188,Torre B,Realizado,0,0.0,0.0,0.0,63944
---,,,Tensiometro,En Revisión,CC 417412,Welch Allyn,61121151631,Calibración metrologica,,,,CAL,7407.0,Consulta externa,Torre I Piso 7 C.704,Celsius,,,,,,,,X,,,,,2024-08-08,6,Torre I,Realizado,0,0.0,0.0,0.0,63944
SIN FTT,,,Tensiometro,En Revisión,CC 417407,Welch Allyn,111209165852,Calibración metrologica,,,,CAL,7407.0,Consulta externa,Torre I Piso 7 C.717,Celsius,,,,,,,,X,,,,,2024-08-08,6,Torre I,Realizado,0,0.0,0.0,0.0,63944
HACER RECEPCIÓN,,,Tensiometro,En Revisión,CC 417411,Welch Allyn,130920162616,Calibración metrologica,,,,CAL,7407.0,Consulta externa,Torre I Piso 7 C.710,Celsius,,,,,,,,X,,,,,2024-08-08,6,Torre I,Realizado,0,0.0,0.0,0.0,63944
---,,,Tensiometro,En Revisión,CC 417409,Welch Allyn,131030121986,Calibración metrologica,,,,CAL,7407.0,Consulta externa,Torre I Piso 7 C.702,Celsius,,,,,,,,X,,,,,2024-08-08,6,Torre I,Realizado,0,0.0,0.0,0.0,63944
---,,,Tensiometro,En Revisión,CC 387679 // CC 440101,Welch Allyn,070208010539_x000D_,Calibración metrologica,,,,CAL,2300.0,Laboratorio Clínico,Toma de muestras Torre F,Celsius,,X,,,,,,,,,,,2025-02-06,188,Torre F,Realizado,0,0.0,0.0,0.0,63944
---,,,Tensiometro,En Revisión,CC 388764 // CC 440100,Welch Allyn,110729082118,Calibración metrologica,,,,CAL,1101.0,Hospitalización Reinaldo Cabrera,Hospitalización adultos TBP - 355,Celsius,,X,,,,,,,,,,,2025-02-06,188,Torre B,Realizado,0,0.0,0.0,0.0,63944
RECEPCIÓN OK,,,Tensiometro,En Revisión,CC 428241,Welch Allyn,110728193813,Calibración metrologica,,,,CAL,1101.0,Hospitalización Reinaldo Cabrera,Hospitalización adultos TBP - 353,Celsius,,,,,,,,,,,X,,2024-11-22,112,Torre B,Realizado,0,0.0,0.0,0.0,63944
RECEPCIÓN OK,,,Tensiometro,En Revisión,CC 375688 // CC 424932,Welch Allyn,110728220126,Calibración metrologica,,,,CAL,1101.0,Hospitalización Reinaldo Cabrera,Hospitalización adultos TBP - 366,Celsius,,,,,,,,,,,X,,2024-11-30,120,Torre B,Realizado,0,0.0,0.0,0.0,63944
RECEPCIÓN OK,,,Tensiometro,En Revisión,CC 375691 // CC 424933,Welch Allyn,110728171019,Calibración metrologica,,,,CAL,1101.0,Hospitalización Reinaldo Cabrera,Hospitalización adultos TBP - 354,Celsius,,,,,,,,,,,X,,2024-11-30,120,Torre B,Realizado,0,0.0,0.0,0.0,63944
RECEPCIÓN OK,,,Tensiometro,En Revisión,CC 375690 // CC 424934,Welch Allyn,110825064427,Calibración metrologica,,,,CAL,1101.0,Hospitalización Reinaldo Cabrera,Hospitalización adultos TBP - 352,Celsius,,,,,,,,,,,X,,2024-11-30,120,Torre B,Realizado,0,0.0,0.0,0.0,63944
RECEPCIÓN OK,,,Tensiometro,En Revisión,CC 432874,Welch Allyn,110728113817,Calibración metrologica,,,,CAL,1101.0,Hospitalización Reinaldo Cabrera,Hospitalización adultos TBP -  361,Celsius,,,,,,,,,,,,X,2024-12-05,125,Torre B,Realizado,0,0.0,0.0,0.0,63944
RECEPCIÓN OK,,,Tensiometro,En Revisión,CC 428238,Welch Allyn,140926081415,Calibración metrologica,,,,CAL,1102.0,Falla Cardíaca ,Falla Cardiaca,Celsius,,,,,,,,,,,X,,2024-11-23,113,Torre A,Realizado,0,0.0,0.0,0.0,63944
RECEPCIÓN OK,,,Tensiometro,En Revisión,CC 428231,Welch Allyn,140926080475,Calibración metrologica,,,,CAL,1102.0,Falla Cardíaca ,Falla Cardiaca,Celsius,,,,,,,,,,,X,,2024-11-22,112,Torre A,Realizado,0,0.0,0.0,0.0,63944
RECEPCIÓN OK,,,Tensiometro,En Revisión,CC 428232,Welch Allyn,140927010785,Calibración metrologica,,,,CAL,1102.0,Falla Cardíaca ,Falla Cardiaca,Celsius,,,,,,,,,,,X,,2024-11-22,112,Torre A,Realizado,0,0.0,0.0,0.0,63944
PENDINETES CC,,,Tensiometro,En Revisión,CC 432875,Welch Allyn,110728221118,Calibración metrologica,,,,CAL,1101.0,Hospitalización Reinaldo Cabrera,Hospitalización adultos TBP - 360 ,Celsius,,,,,,,,,,,,X,2024-12-05,125,Torre B,Realizado,0,0.0,0.0,0.0,63944
RECEPCIÓN OK,,,Tensiometro,En Revisión,CC 432877,Welch Allyn,110729141714,Calibración metrologica,,,,CAL,1101.0,Hospitalización Reinaldo Cabrera,Hospitalización adultos TBP - 359,Celsius,,,,,,,,,,,,X,2024-12-05,125,Torre B,Realizado,0,0.0,0.0,0.0,63944
RECEPCIÓN OK,,,Tensiometro,En Revisión,CC 432871,Welch Allyn,220331091130,Calibración metrologica,,,,CAL,1101.0,Hospitalización Reinaldo Cabrera,Hospitalización adultos TBP - 362,Celsius,,,,,,,,,,,,X,2024-12-05,125,Torre B,Realizado,0,0.0,0.0,0.0,63944
Recepcion ok ,,,Tensiometro,En Revisión,CC 432873,Welch Allyn,110729101051,Calibración metrologica,,,,CAL,1101.0,Hospitalización Reinaldo Cabrera,Hospitalización adultos TBP - 363,Celsius,,,,,,,,,,,,X,2024-12-05,125,Torre B,Realizado,0,0.0,0.0,0.0,63944
Recepcion ok ,,,Tensiometro,En Revisión,CC 432876,Welch Allyn,110802214721,Calibración metrologica,,,,CAL,1101.0,Hospitalización Reinaldo Cabrera,Hospitalización adultos TBP - 364,Celsius,,,,,,,,,,,,X,2024-12-05,125,Torre B,Realizado,0,0.0,0.0,0.0,63944
Recepcion ok ,,,Tensiometro,En Revisión,CC 432872,Welch Allyn,110729103912,Calibración metrologica,,,,CAL,1101.0,Hospitalización Reinaldo Cabrera,Hospitalización adultos TBP - 358,Celsius,,,,,,,,,,,,X,2024-12-05,125,Torre B,Realizado,0,0.0,0.0,0.0,63944
---,,Cumple,Nevera,,CF-0040,Haier,BE0697E1T00QEN2J0004,Calificación metrologica,,,,CAL,1100.0,Hospitalización Adultos,Hospitalización Adultos - TAP4,Ainser,,,X,,,,,,,,,,2025-03-12,222,Torre A,Realizado,0,0.0,0.0,0.0,650000
---,,,Tensiometro,En Revisión,CC 432881,Welch Allyn,040476948,Calibración metrologica,,,,CAL,7412.0,Consulta externa,Torre I piso 12 C.02,Celsius,,,,,,,,,,,,X,2024-12-05,125,Torre I,Realizado,0,0.0,0.0,0.0,63944
Pendiente CC,,,Tensiometro,En Revisión,CC 431570,Welch Allyn,140905012805,Calibración metrologica,,,,CAL,2000.0,Urgencias Adultos,Urgencias adultos TAP1 ,Celsius,,,,,,,,,,,,X,2024-12-21,141,Torre A,Realizado,0,0.0,0.0,0.0,63944
PENDIENTES CC,,,Tensiometro,En Revisión,CC 432880,Welch Allyn,130918095006,Calibración metrologica,,,,CAL,7409.0,Consulta externa, Torre I piso 9 C.905,Celsius,,,,,,,,,,,,X,2024-12-05,125,Torre I,Realizado,0,0.0,0.0,0.0,63944
---,,,Tensiometro,En Revisión,CC 432882,Tycos,9203190859,Calibración metrologica,,,,CAL,7405.0,Consulta externa,Torre I piso 5 C.514,Celsius,,,,,,,,,,,,X,2024-12-05,125,Torre I,Realizado,0,0.0,0.0,0.0,63944
---,,,Tensiometro,En Revisión,CC 432883,Gamma,500063081,Calibración metrologica,,,,CAL,7405.0,Consulta externa,Torre I piso 5 C.507,Celsius,,,,,,,,,,,,X,2024-12-05,125,Torre I,Realizado,0,0.0,0.0,0.0,63944
RECEPCIÓN PENDIENTE - ENERO FACTURADO EN ENERO 2025,,,Tensiometro,En Revisión,CC 431571,Welch Allyn,40476510,Calibración metrologica,,,,CAL,2000.0,Urgencias Adultos,Urgencias adultos TAP1,Celsius,,,,,,,,,,,,X,2024-12-21,141,Torre A,Realizado,0,0.0,0.0,0.0,63944
PENDINETE CALIBRAR,,,Báscula (250 kg),En Revisión,2025-07-CM 012,Seca,5876063161955,Calibración metrologica,,,,CAL,7000.0,Consulta externa,Torre E piso 5 - Investigaciones pediatría,Ainser - Asimetric,,,,,X,X,,,,,,,2025-05-29,300,Torre E,Realizado,0,0.0,0.0,0.0,120000
---,,Cumple,Nevera,,CF-0045,Haier,BE0697E1T00QEN2J0014,Calificación de desempeño,,,,CAL,1100.0,Hospitalización Suit Carlos Lleras,Hospitalización Suit Carlos Lleras,Ainser,,X,X,,,,,,,,,,2025-03-20,230,Torre B,Realizado,0,0.0,0.0,0.0,650000
---,8230795.0,Cumple,Nevera,,CF-0018 // 3218,Haier,BE06MXE1T00QEP120002,Calificación metrologica // Calibración,,,,CAL,2400.0,Patología,Patología - Imunohistoquimica ,Ainser,X,,,,,,,,,,,,2025-01-29,180,Torreón,Realizado,0,0.0,0.0,0.0,650000
---,,,Tallímetro,En Revisión,034,Pared,TAP2,Calibración metrologica,,,,CAL,1000.0,Cirugía,Recuperación salas de cirugía,FCI,,,,,,,X,,,,,,2024-07-31,-2,Torre A,Pendiente,0,0.0,0.0,0.0,0
---,,Cumple,Nevera,,2669 -- PPCC,Supernordico,P-3719,Calificación metrologica,,,,CAL,1300.0,UCI Coronaria,UCI Coronaria,Ainser,,,X,,,,,,,,,,2025-03-21,231,Torre B,Realizado,0,0.0,0.0,0.0,650000
---,,Cumple,Nevera,,2668 (CF-0064),Biored,BIO-R1800087,Calificación metrologica,,,,CAL,1302.0,UCI Medica covid 2,UCI Medica covid 2,Ainser,,,X,X,,,,,,,,,2025-04-24,265,Torre B,Realizado,0,0.0,0.0,0.0,650000
---,,,Tallímetro,En Revisión,066,seca,TFP3-1,Calibración metrologica,,,,CAL,2300.0,Laboratorio Clínico,Torre Fpiso 3 Toma de Muestras,FCI,,,,,,,,,,,X,,2024-11-14,104,Torre F,Realizado,0,0.0,0.0,0.0,0
